tbl,Year,quarter,mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,2022,3,86.01,33105,34761,"Cincinnati, OH","Sanford, FL",20368,G4,10900,0.4912,84.82,75,0.4239,150,0.0560,0.0028,,,20223331053476120368G4
Table 5,2022,3,95.95,33192,33570,"Sacramento, CA","San Diego, CA",19393,WN,95280,0.4002,91.72,75,0.4222,150,0.0644,0.0091,,,20223331923357019393WN
Table 5,2022,3,314.66,33198,31650,"Kansas City, MO","Minneapolis/St. Paul, MN",19790,DL,12130,0.4387,329.87,175,0.0989,500,0.0618,0.0841,,,20223331983165019790DL
Table 5,2022,3,130.05,33264,30559,"Medford, OR","Seattle, WA",19930,AS,8580,0.3967,128.60,75,0.1620,250,0.0559,0.1119,,,20223332643055919930AS
Table 5,2022,3,119.76,33570,32457,"San Diego, CA","San Francisco, CA (Metropolitan Area)",19393,WN,212320,0.3429,108.77,75,0.2917,200,0.0597,0.0336,,,20223335703245719393WN
Table 5,2022,3,132.10,35412,33195,"Knoxville, TN","Tampa, FL (Metropolitan Area)",20368,G4,8750,0.4213,88.01,75,0.5086,150,0.0857,0.0011,,,20223354123319520368G4
Table 5,2022,3,87.53,35412,34761,"Knoxville, TN","Sanford, FL",20368,G4,11940,0.5008,87.81,75,0.5109,150,0.0637,0.0193,,,20223354123476120368G4
Table 5,2022,4,154.99,30189,30466,"Colorado Springs, CO","Phoenix, AZ",19393,WN,17400,0.4522,151.35,75,0.0747,250,0.0609,0.1569,,,20224301893046619393WN
Table 5,2022,4,150.12,30189,32211,"Colorado Springs, CO","Las Vegas, NV",19393,WN,13940,0.3932,147.74,75,0.0768,250,0.0552,0.1363,,,20224301893221119393WN
Table 5,2022,4,283.46,30194,31423,"Dallas/Fort Worth, TX","Des Moines, IA",19805,AA,7850,0.4022,298.08,225,0.1057,375,0.0981,0.0127,,,20224301943142319805AA
Table 5,2022,4,270.66,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",19805,AA,14520,0.4099,276.07,175,0.0530,350,0.0517,0.0351,,,20224301943304419805AA
Table 5,2022,4,320.07,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19805,AA,12430,0.3775,312.39,150,0.0523,450,0.1995,0.1086,,,20224302553085219805AA
Table 5,2022,4,148.03,30325,30615,"Denver, CO","El Paso, TX",20436,F9,4580,0.1204,90.73,75,0.4432,175,0.0633,0.0000,,,20224303253061520436F9
Table 5,2022,4,148.03,30325,30615,"Denver, CO","El Paso, TX",19393,WN,9720,0.2555,139.71,75,0.0700,250,0.0525,0.1008,,,20224303253061519393WN
Table 5,2022,4,149.86,30325,31423,"Denver, CO","Des Moines, IA",19977,UA,10410,0.2627,170.19,100,0.1988,275,0.0528,0.0634,,,20224303253142319977UA
Table 5,2022,4,149.86,30325,31423,"Denver, CO","Des Moines, IA",19393,WN,7520,0.1898,136.96,75,0.0691,250,0.0665,0.1077,,,20224303253142319393WN
Table 5,2022,4,152.99,30325,33316,"Denver, CO","Omaha, NE",19977,UA,11220,0.2082,172.22,100,0.1569,250,0.0517,0.0535,,,20224303253331619977UA
Table 5,2022,4,152.99,30325,33316,"Denver, CO","Omaha, NE",19393,WN,13080,0.2427,150.67,100,0.2118,225,0.1024,0.0428,,,20224303253331619393WN
Table 5,2022,4,156.59,30325,34614,"Denver, CO","Salt Lake City, UT",19790,DL,27530,0.1970,170.01,100,0.0970,225,0.1453,0.0454,,,20224303253461419790DL
Table 5,2022,4,156.59,30325,34614,"Denver, CO","Salt Lake City, UT",19393,WN,23430,0.1676,141.04,100,0.2719,225,0.1195,0.0201,,,20224303253461419393WN
Table 5,2022,4,261.41,30397,30994,"Atlanta, GA (Metropolitan Area)","Charleston, SC",19790,DL,11470,0.4946,262.34,150,0.0793,325,0.0541,0.0602,,,20224303973099419790DL
Table 5,2022,4,272.13,30397,31057,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",19805,AA,6430,0.1740,266.05,125,0.0622,425,0.0995,0.2208,,,20224303973105719805AA
Table 5,2022,4,272.13,30397,31057,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",19790,DL,11930,0.3228,279.31,150,0.0872,425,0.1132,0.0520,,,20224303973105719790DL
Table 5,2022,4,279.62,30397,31986,"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",19790,DL,13370,0.4636,282.98,175,0.0890,325,0.0531,0.0524,,,20224303973198619790DL
Table 5,2022,4,262.20,30397,33667,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",19790,DL,17540,0.4428,265.48,175,0.0901,325,0.0741,0.0239,,,20224303973366719790DL
Table 5,2022,4,142.74,30431,33195,"Asheville, NC","Tampa, FL (Metropolitan Area)",20368,G4,11080,0.4218,112.16,75,0.3042,200,0.0623,0.0406,,,20224304313319520368G4
Table 5,2022,4,96.48,30431,34761,"Asheville, NC","Sanford, FL",20368,G4,13960,0.4966,95.99,75,0.4148,150,0.0881,0.0201,,,20224304313476120368G4
Table 5,2022,4,158.61,30466,33570,"Phoenix, AZ","San Diego, CA",19805,AA,13790,0.1019,202.90,125,0.0834,225,0.2640,0.0609,,,20224304663357019805AA
Table 5,2022,4,158.61,30466,33570,"Phoenix, AZ","San Diego, CA",19393,WN,48780,0.3605,151.92,75,0.0687,225,0.1501,0.1056,,,20224304663357019393WN
Table 5,2022,4,89.46,30466,34314,"Phoenix, AZ","Provo, UT",20368,G4,17980,0.4752,89.55,75,0.4833,150,0.0667,0.0117,,,20224304663431420368G4
Table 5,2022,4,312.00,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",19790,DL,10550,0.4059,323.66,175,0.0550,425,0.0559,0.0806,,,20224306473165019790DL
Table 5,2022,4,272.71,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",19805,AA,9020,0.4398,285.92,225,0.1475,350,0.0765,0.0078,,,20224306473410019805AA
Table 5,2022,4,154.28,30693,34986,"Nashville, TN","Sarasota/Bradenton, FL",19393,WN,9760,0.3924,152.65,100,0.2336,250,0.0523,0.0348,,,20224306933498619393WN
Table 5,2022,4,153.12,30713,32211,"Boise, ID","Las Vegas, NV",20416,NK,5610,0.1097,93.98,75,0.4029,150,0.0909,0.0267,,,20224307133221120416NK
Table 5,2022,4,153.12,30713,32211,"Boise, ID","Las Vegas, NV",19393,WN,12310,0.2408,171.09,100,0.1608,275,0.0690,0.0699,,,20224307133221119393WN
Table 5,2022,4,158.95,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",19805,AA,60160,0.1064,197.53,100,0.0557,275,0.0529,0.1006,,,20224307213085219805AA
Table 5,2022,4,158.95,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",20409,B6,83380,0.1475,140.45,75,0.1407,200,0.0657,0.1163,,,20224307213085220409B6
Table 5,2022,4,158.95,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",19393,WN,62260,0.1101,151.79,75,0.0588,225,0.0940,0.1187,,,20224307213085219393WN
Table 5,2022,4,264.20,30721,31066,"Boston, MA (Metropolitan Area)","Columbus, OH",19805,AA,10750,0.2196,251.59,150,0.1079,300,0.0633,0.0847,,,20224307213106619805AA
Table 5,2022,4,264.20,30721,31066,"Boston, MA (Metropolitan Area)","Columbus, OH",19790,DL,9020,0.1843,294.24,175,0.0831,325,0.0543,0.0455,,,20224307213106619790DL
Table 5,2022,4,270.12,30977,31834,"Chicago, IL","Fayetteville, AR",19805,AA,5550,0.2836,289.46,150,0.0523,375,0.0523,0.1153,,,20224309773183419805AA
Table 5,2022,4,270.12,30977,31834,"Chicago, IL","Fayetteville, AR",19977,UA,4280,0.2187,247.95,125,0.0794,350,0.0561,0.1332,,,20224309773183419977UA
Table 5,2022,4,265.41,30977,31871,"Chicago, IL","Greenville/Spartanburg, SC",19805,AA,2850,0.1126,269.37,125,0.0667,325,0.0807,0.1719,,,20224309773187119805AA
Table 5,2022,4,265.41,30977,31871,"Chicago, IL","Greenville/Spartanburg, SC",19977,UA,7680,0.3034,265.50,150,0.0794,300,0.0794,0.0807,,,20224309773187119977UA
